reslhlabinc0,reslhlabinc1,reslhlabinc2,reslhlabinc3,reslhlabinc4,reslhlabinc5,reslhlabinc6,reslhlabinc7,reslhlabinc8,reslhlabinc9,reslhlabinc10,reslhlabinc11,reslhlabinc12,reslhlabinc13,reslhlabinc14,reslhlabinc15,reslhlabinc16,reslhlabinc17,reslhlabinc18,reslhlabinc19,reslhlabinc20,reslhlabinc21,reslhlabinc22,reslhlabinc23,reslhlabinc24,reslhlabinc25,reslhlabinc26,reslhlabinc27,reslhlabinc28,reslhlabinc29,reslhlabinc30,reslhlabinc31,reslhlabinc32,reslhlabinc33,reslhlabinc34,reslhlabinc35
,-.4770298,-.10606556,-.32320708,-.14043289,.17717908,.35454485,.056346919,.10061338,.10949158,.02368746,.63422465,.0016938545,.1645596,-.0043517868,-.041615799,-.018355416,-.01707748,-.11034919,-.066117607,-.10105402,-.15389319,-.2046759,.045258794,-.12695476,-.11741554,-.045704409,-.13273066,.61297458,-.090480037,-.11386979,,-.14077826,,-.082433395,
,,,,,-.56248933,-.44745246,-.30656281,-.34351867,-.53104079,-.5734725,-.5941788,,,,,,,,,,,,,,,,,,,,,,,,
.023839429,-.089809075,.29226923,.043152548,.1946035,.25785422,-.093317449,-.26893726,-.26740414,-.0197508,,.071569793,,-.044679232,,,,,,,,,,,,,,,,,,,,,,
-.17845142,-.0097200694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0188379,,-1.353866,-.9087342,-.55731982,-.47335687,-.51503342
.17102899,.21813616,-.031199047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-.13912593,.076057769,.033338957,-.35466695,-1.0996648,-.47132379,-.37976393,-.27391481,-.059303768,-.035575882,.56868291,-.14243004,,.038097482,,-.034885257,,-.19748154,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,.046005186,-.32240927,-1.2365706,.28003886,,.2236236,,,,,,,,,,,,,,,,,,
,,,,,,,,,.020977264,.04842085,.09997955,.30218071,.12985454,.12820376,.14760651,.24673522,.35905847,.27973807,.19533405,,.083122663,.10301293,.10694603,.18906303,,.40494213,.42891607,.38821322,.41612503,.36443776,.33161798,.42954159,.46708944,.53940135,
.48564938,.44437039,.51628691,.41941079,.48814535,.43067229,.5401693,.54872799,.47005659,.32065779,.55343843,.35758927,.44126478,,.6111517,,.43719953,,.5956111,,,,,,,,,,,,,,,,,
.15635122,.14782053,-.24199276,.24327986,.021354919,.10658403,.38407063,.090617709,.038036481,.30855224,,.32576472,,.48144925,,.8222627,,,,,,,,,,,,,,,,,,,,
-.082860328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.15463516,.23576164,.34269258,.4563697,.30762258,.35602948,.29839569,.41898373,.30694914,.33235312,.2988942,,-.0029568539,.42181236,.26002896,.34920597,-.17208812,,.32451069,,.40123397,,-1.0196066,,,,,,,,,,,,,
-.19560793,.16355078,.038242389,.07264068,.039431691,-.037026133,-.11583804,.24088028,.18397279,.016056459,.06083075,,,-.21385182,-.10051677,-.15618059,,,-.12516913,-.13720839,-.01561973,-.10521535,.13906391,-.043188773,.17498131,.0016471305,.2820808,-.15421475,-.26454392,,.16087751,,.053064305,,.024836285,
.34704697,.40407681,.60953814,.44193789,,.3554554,,-.5467729,,-.52459121,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-.25346962,,.044692583,,-.08019378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0581462,
,,,,,,,,,,.36461592,.4677574,.40765336,.40951708,.48568466,.53750819,.77980274,.6267845,.22313404,.3943083,.70865333,.75026768,.62821126,.40734768,.49332759,.30384013,.75113583,.62297028,.40938953,.52906471,.35929507,.21008438,.31827888,.20944962,-.045038249,-.098948456
,,,,,,,,.069188647,,-.036002312,.025417533,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.066023596,.33447126,.19680437,,.18411657,.17717457,.31408364,.30447802,.27017099,.41228753,.52798015,.35872555,.41664058,.71909893,.51416636,.62573314,.8269996,.96521485,.84571671,.85198432
-.58403778,.12019908,.56564772,,,,,,,,,,,,.54947257,.59850359,.44381744,.0095249638,,.36919618,,.35182154,,.6058079,,,,,,,,,,,,
.72513324,.45291096,.7145279,.63014305,.34800315,.22571379,.041822098,.18373239,.10177668,.17874391,.22806394,.20691179,.17257556,.14244308,.54625344,.32302099,.48304236,,.4383499,,.58447015,,.60487467,,,,,,,,,,,,,
,,,,,,,,,,,,.035559691,-.017931648,.024408592,-.041103523,,,,-.13957013,,,,,,,,,,,,,,,,
-.53656119,-.64544439,-1.2615234,-.67797267,-.49007028,-.62454021,-.80463779,-.917512,-1.1309929,-3.2032983,-1.381413,-1.5702418,-2.0849171,,-1.295568,,-1.1230075,,,,-.99643427,,,,,,,,,,,,,,,
,,,,,,,,,-2.3781021,-.52807045,-.38154966,-.54032075,-1.1930633,,-.59980363,,-.58501434,,-.41181415,,,,,,,,,,,,,,,,
.055867095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,.43794557,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-.17294358,.62381446,.11005506,-.93998712,,.23681656,.27749246,.27632147,.30643916,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.28860235,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.33627754,.36690053
,,,,,,,,,,,,,,,,,,,,,,,.15945932,.16556653,.16968209,.20867495,.21710113,.21493997,.24033988,.23517145,.20367774,-.034538291,.0058288951,-.035620619,-.069955438
,,,,,,,,,,,,,,,,,,,,,,-.32204029,-.38223758,-.16151026,-.41843927,-1.2024095,-2.1749923,-.63866568,-.60944259,-.4413859,-.71985006,-.79665118,-.65463221,-.58981407,-.57605612
.45842221,.40691963,.29577994,.24939254,.18183628,.25056544,.23470308,.43759352,.39396918,.46965286,.4036707,.38396955,.42152044,,.66508108,.60465103,.52530932,.64006031,.65962684,,-.60556537,.79018438,.69257188,.60242134,,.52043205,,.50715911,,,,,,,,
.16947049,.1076059,.1870386,-.016253198,.070676439,.11871809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.49469826,.39308989,.45025712,.4241181,.4533838,.51921302,.64412791,.63017946,.58999544,.56139964,.68874025,.67744088,.64530855,-1.9986473,,-1.5780793,,-.052589107,,-1.1277827,,,,,,,,,,,,,,,,
.59074563,.61190653,.3812626,.57155007,.37628344,.28685874,.4406957,.27961436,.44770101,.38542327,.32937935,.19153638,-.057603002,.3169851,,.29712278,,.56622267,,.77202803,,,,,,,,,,,,,,,,
-.16241381,-.18750179,-.23509187,-.21420655,-.18543836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.61716229,.39775953,.3162846,.37859684,.47003737,.81467444,.75711083,.69656742,.65431845,.6788829,.72623664,1.0167181,.93943727,.50685078,.7405777,.47590062,.47529933,.49014297,.36573115,.97960484,.38831696,.50327492,.79918593,,.52338111,,1.2314872,,-1.0934491,,,,,
.51867217,,.5271523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4.6471324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.23314121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,-1.7128042,,-.11283849,,2.1300852,,-.082534865,,,,,,,
,,,,,,,1.1710565,1.2566296,1.2797501,1.2587607,1.3340217,1.3125006,,,,,,1.7342793,1.6793479,1.8055912,,,,1.6848328,1.8320968,1.8132581,2.4809527,,,,2.997277,,1.8745188,,
.13060078,.75125057,.42084923,-.69804412,-.61277592,.053295281,.066315278,.0247998,.063838445,.089968637,.14526294,.49023175,,.62058073,,.64011586,,.51280171,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,.61262554,.61153287,.59490603,.68093526,.6589303,.94536734,.76498562,.83473331,.79287434,.81299961,.81592721,,.83698153,,.89311224,,1.0213453,,,,,,
,,,,.84484971,.58189708,.59130538,.6654281,.81649494,.72725743,.64724958,.67908561,.60872185,.70415503,.60459268,.28134748,.6636951,.62551785,.46907327,.67789465,.29054332,.000031599433,.43747476,-.31648743,-.36450326,.15186101,.48437148,.92697698,.63043082,.63938278,.70033473,.66463625,.62732929,.67581928,,.62268215
,,,-.21912093,-.21840148,-.27106801,-.31359243,-.06029702,-.11893176,-.10276219,-.19391996,-.30220079,-.36042154,,-.25405693,,-.28196344,,-1.6586127,,,,,,,,,,,,,,,,,
-.39464942,-.059624046,.0080652842,-.13888156,-.075319834,-.1867187,-.25155821,-.1605626,-.17754424,-.20132446,-.25813866,,-.2799857,,-.4067933,,-.25481227,,,,,,,,,,,,,,,,,,,
.21561895,.16877238,.16058017,.09426178,.04561121,.83324474,-.10602012,-.15881443,,-.34444597,,-.039288491,,-.37932983,,,,,,,,,,,,,,,,,,,,,,
.15547188,.017061453,.12898637,.10378592,,-.024479896,,-.3376703,,.17675804,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,.40341762,,,,,,,,,,,,,,,,,,
.90727389,.70963478,.67087477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-.13742709,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,.58955747,-.002094232,.93064988,.56638473,.33023787,.1880538,,,,,,,,,
,,,,,,,,,,,,,-.71742612,-1.4482688,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,.33231625,.25596574,.2657479,.30664742,.64167655,.69083077,.51996112,.49910706,.31534049,,-.51829493,.28545967,.40403339,,.54504293,.70517725,-1.2765899,-1.3948256,-1.2573484,,,-.76023763,-.77875781,-.33885336,-.46754587,-1.3075126
,,,,,,,,,,,,,,,,,,,,-1.2457426,-1.0493662,-1.3039129,-.79696906,-1.8129489,-.61191726,-.47397333,-.39734036,-.33649501,-.29765409,-.2597284,-.067667954,.013014164,.14587222,.17082846,.1989342
.34669772,.37786534,.44370487,.2948634,.15511329,-.049461514,.65061158,.53024817,.30607381,.43228611,.28504688,.32202712,.6579408,.25624439,.62699908,.010920634,.38899744,.065456763,.52697015,.15161024,.58661544,,.54188687,,-.69389778,,.47584447,,,,,,,,,
.060382165,.012422119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,-2.6960216,-.034810193,,,,,,,,,,,,,,,,,,,,,,
-1.9381917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-.19152553,,.23559305,,.22333018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-1.56209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,.18343686,,.09988112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.04747133,-.064432815,-.16784793,,-.53899705,.66887069,.32481551,.11657497,.40382338,,-.38771123,-.80220699,,,,,-.23570372,.3777822,-.51804256,,.3471832,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,-.61241645,,,,,,,,,,,,,,,,,,,,,
,,-.4098987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-.6011157,-.31188506,-.65440875,.23520449,-.30620462,,,-.2033076,,-.1253688,-.18317847,-.22815716,.0068359217,,-.048623279,,-.13011028,,-.29128259,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,-1.1035055,-.74976778,,-.79785645,,,,-.60850847,,,,,,,,,,,,,,,
-.046593599,.37647364,,-.3841975,,-.43316793,,-.02871865,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,-.050448176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,-.4643501,,-.48532248,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,.054471225,.10631087,,,.046655614,.27878314,.2231846,-.30374312,-.59522581,,,.30025005,-.25655714,-.17927656,-.41775653,.057234112,-2.26473,-.93764693,-.9956764,.031632703,.31583419,-.015071964,-.061585207,-.10165068,-.081337996,-.16452433,-.11336543,-.082921594,-.068797946,-.080124937,
,,,,,,-3.4567201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.15481196,.18147439,.43148527,-.047595825,.24274012,-.49726745,-.30203998,-.44741923,-.39694652,-.43400857,-.44686219,,-.49956346,,-.47980943,,-.51315403,,,,,,,,,,,,,,,,,,,
-.31263211,-.78295672,-1.0760064,-.82184529,-.92598766,-.98385835,-2.28655,-5.3575344,,,,-.95008051,,,,-.19455697,,,,,,,,,,,,,,,,,,,,
.68280149,.94865698,.73318124,,.77473402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,.12446354,.073069029,.11633538,.080273911,-.090546027,-.14895724,,,,,,
.73493409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,.21093729,,,.13772942,.2889421,-.80007803,-.95895964,,,,,,,,,-2.1498787
,,,,,,,,,,,,,,,-.1323474,-.74944788,-.40506461,-.49178809,.21163124,.037864186,,-.042564254,,-.081218719,,-.09090741,,,,,,,,,
-1.0655302,,,,-.89591694,.43172717,,,,,.465992,,-.90275788,,,,,,,,,,,,,,,,,,,,,,,
-.77482677,-.1063079,.156269,.33595949,.051932555,.09068381,-.22102712,.011387261,,.029988883,,-.0084138447,,.026088001,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,.45915669,,.45304552,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.61280167,.65934598,.4245491,.48047155,.59574419
,,,,,,,,,,,,,,,,,,,,-.19312115,.11786273,.58535844,.66116029,.49203089,1.1241516,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.011410672,
.13866957,-.041252721,.16633247,.23546059,-.14895257,-.26754427,-.1509328,-.22959876,-.18015212,-.13778576,-.19627185,.024379106,.027893279,-.014398559,.14956143,.1234054,.12136263,.23506437,.23012586,.3429808,.28717548,.46637362,.43691108,.50371838,.78990394,.49689761,.4613502,,.40533686,,.64390224,,,,,
-1.9108033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,-.045301486,.025727574,.189946,.10101332,.11611907,,.25898901,,.32039636,,.39950275,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,.42218345,.42079148,.43728635,.47107568,,.58007222,,.59736443,,.7578311,,
,.12193607,.22933961,-.23197134,,.095169038,,-.39688966,,-.42937732,,,,,,,,,,,,,,,,,,,,,,,,,,
.17768009,,.24850214,,.081710666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,.65997201,,,.30766943,,.33329123,,.5615055,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,.26140189,.092947885,.060601812,-.19020475,.0063732257,-.36606744,-.37453032,.026159223,-.1621217,-.16825382,-.13713378,-.13660933,-.11218899,.059556726,.25400865,.055098332,.27063543,.28361005,.2970553,.29134569,.18903022,.079087868,.10837799,-1.1064165,-3.617871,,-1.4952639,-.97700459,-.96853924,-.8403706,,,
,,,,,,,,,-.6648075,-.57238919,-.55239797,-.58496583,,-.48173347,-.3256129,-.33099905,-.11482283,-.18264194,-.16482748,-.13495304,-.15544993,-.024292806,-.10306852,-.028364807,,,,,,,,,,,
.25719967,.94205791,.64900827,.8496806,-1.6478133,,-.87336206,,.42518082,.88372016,,.90891677,,.83401525,,1.3141339,,,,,,,,,,,,,,,,,,,,
,,,-.37793609,,,,-.38885057,,-1.8008682,,-1.9834408,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-.00020289473,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,.031767379,-.16344577,-.56722653,-1.4805534,-.50724834,,,,-.0097865816
-.052195117,.026807407,-.010182969,-.042757232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,-.14165555,-.15066843,-.22487591,-.16923057,-.11188336,-.17935771,-.16523844,-.10204277,-.23422688,.00018260238,.044237409,.038873818,.19237255,.25959185,.3736099,.41664764,.38486868,.51032442,.13426447,,,,,
,,,,,,,,,,,,,-.16093034,-.25913322,-.081603058,-.29992148,,-.18631543,,-.14320725,,-.091054,,,,,,,,,,,,,
.16798019,,-.029733602,,-.21114466,,-.6248284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.64198804,,.70637542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.51639873,.40446332,,.53803575,.1964618,.035905208,.13820566,-.12157603,.019731931,-.086540945,.075733013,.0075623957,-.021568742,.1683106,-.094693691,-.24980186,,,,,,,,,,,,,,,,,,,,
-.0010680074,.055198472,.0049421922,-.074180111,-.10368588,-.24010988,-.25590366,-.37594664,-.22476724,-.0984734,-.18832219,.077344485,-.055138718,-.16595148,-.14899737,,-.062915213,,-.055625498,,-.23374999,,,,,,,,,,,,,,,
,,,,,,,,,-.45488003,-.33596572,-.53448331,-.28552541,-.22809045,.015180459,.1620761,.048990343,.32936627,.34853563,.33406168,.32235467,.30823508,,,,,.53249556,.4959875,.50496155,.46969432,,,,,,
.38208064,.72995496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,.6315521,.10066846,-1.3210964,-.19105613,,,,,,,
,,,,,,,,,,,,,,,,,,,,.15991768,.2373305,.33150464,.29397854,.18148215,.12045617,-.59052658,-.66596496,-.79061055,,-3.3115242,-1.4323045,-.92798191,-.24942325,-.21688381,.099791437
.49690655,.52235138,.80251622,.48950094,.61131901,.29615098,.42081183,.39420423,-.23325056,.052191015,.02644356,.15191799,-.067285262,-.035839736,.19772305,-.034208283,-.12771426,,.43120414,.33786184,.33332741,.28875607,,.36898962,,.10730355,,,,,,,,,,
,-.062689058,,.20490764,,.23919107,,.77256089,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.14269964,,,,,,,,,,,,,
,,,,,,,,,,,,-3.565712,-4.0336914,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,-.57716835,,,,,,,,,,,,,,,,,,,,,,,
-.4378545,-.04474169,-.1678846,-.053751949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.64890987,.62871391,.54142922,.50074041,.50801909,.50335574,.40819716,.5310809,.5681262,.39856473,.45421535,.39171505,.32363695,.3387121,.27488688,.41072085,.36215851,.3777822,.35275272,,.38714692,,.32808197,,.39412546,,,,,,,,,,,
,.81097394,,1.1272185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.087378301,,.35963425,,.25826699,,.31668732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.72753441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,-.043778881,.043872174,,,,,,,,,,,,,,,,,,,,,,
1.1100491,1.122685,1.3326647,1.2950361,1.2094251,,1.2734478,1.2460294,1.0399226,1.0207033,.94020033,.97598654,.98753178,1.1069306,1.0374683,.97425681,1.7109485,1.6839747,1.274609,1.2843428,1.1247311,,1.3533466,,-1.0586618,,1.4981186,,,,,,,,,
,,,,,,,,,,,,,,,,,-.00027050986,.0084503582,.043300189,-.13091062,-.018787151,-.023613997,-.063564628,-.0005555423,-.018499387,.030923687,.015288748,.11836166,.18877505,.38108134,.35057631,.36042237,.32529464,.31287339,.34362009
,.79293948,.56226844,.51548702,,.31767762,.53834009,.5165202,,,,.16064328,,,,,,,,,,,,,,,,,,,,,,,,
,,,.30450785,.17133883,.14633982,.18605025,.2040529,,.050867252,,.26510906,,.085115254,,,,,,,,,,,,,,,,,,,,,,
,,,,,.14679416,,.51026499,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,.79153568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,-.10701369,-.17425404,-.22340114,-.17834367,-.23896746,-.22528708,-.10207088,-.06296964,-.26817042,-.17117058,-.086869285,-.087456033,.034559969,.041919451,.10327848,.28897151,.63297433,.50541335,.52099466
-.86439824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,.045526929,-.81767988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.31370565,.46808785,-.39091131,.53468043,.73262048,.80806017,.78885746,.68995273,.90317899,.91996413,.83722746,.84285414,,.83462662,,.73046255,,.92132086,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6008376,-1.446964,-.87764335,-.72696137
.69302106,.80106461,.38245893,.6436519,.48111099,.54127389,.645693,.65321833,.65226847,.61111856,.6285277,.72493225,.60565978,.62226897,.66498148,.67256069,.64363468,.67414373,.69706565,.71904355,.65046322,.70615739,,.74678391,,.8251428,,.88114929,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,-.030730411,-.17668436,.18261267,-.062439457,-1.1980623,.2232728,.0080791563,.48671517,.37731007
,,,,,,,,,,,,,,,,,,,,,,,,-.28437141,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.69766116,.804519,.50051659,.64588082,.13104036,.45850164,-.22177219,.053807724,.078889549,.093973041,-.68164063,.082230292,.1369977,.15075561
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.31451064,.37307495,.52118152,.66075408
.21835878,,-.30766267,-.70999414,-.69626451,-.1414994,-.99203026,-.06251882,-.11938613,-.061187927,-.10573379,-.11150756,-.032575928,.11007749,.19909585,.37511078,.4441922,.45332769,.48110759,.48370552,.49946538,.48151651,.55605876,.42567435,.64478338,.57422411,,.71352553,,.45380983,,.65407568,,,,
,.15590344,.34132692,.1183753,.15055621,-.55230296,-.0012545867,.029835235,.43575868,.19521444,.18533884,.31321228,.22335897,.12878746,.11353464,.47136515,.24314533,.25346518,.43762258,.29331359,.76573879,.52092743,.21349512,-.1913369,,,,,,.26818007,,,,,,
-.97092813,,,.23173954,,.93856841,,1.0112373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-.13462311,,.18728724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,.29658562,.33187571,.410133,.4999159,.4604699,-.76412261,,,,
-1.4139768,-1.6036848,-.43180609,-.46316907,-.35622081,-.77735662,-.5790664,-.55337524,.17462561,.34865555,.25185546,.95477509,1.0540125,1.0388911,1.0146374,.7313714,.17978092,-.40985686,-.17407757,.6990968,.57718933,.61931431,.57892114,.61127371,.51436245,,.65957719,,.4623211,,.6426158,,,,,
,,,,,,,,,,,,,.49066254,.33421451,.51137078,.59330153,.5572204,.51439661,.27007863,.39651343,.47332394,.50279576,.50311476,.45684287,.59779334,.7234807,.58993477,.56097096,.60517067,.61930114,.61348391,.52511644,.5916419,.55241412,.6376192
,,,.38983539,.28748575,-.36923599,.20161889,.2148391,-.48865467,,-.11605744,.38062927,.23612455,.42759082,.24363421,.44029334,.43959919,,,,,,,,,,,,,,,,,,,
.21646079,.32449082,.23214683,.26373658,.45788461,.46317756,.36312285,.34954709,.31421643,.32371569,.21712992,.21253768,.098212436,.051637266,.036193151,,-.011681601,,-.12961885,,-.020841869,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.24568886,.2655344,.31218946,,,,,,,,,,,
.6499325,.5872243,.55130982,-.11530039,.46819985,.38344598,.18571816,-.15490556,.089115098,.27703339,-.0020462887,,,,,,,,,,,,,,,,,,,,,,,,,
,-.19197634,.2225989,.095390856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-1.6064391,-3.7846932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,.21327887,.052028786,-.2189461,-.25953001,-.095547266,-.69645822,-.24297284,-.80598426,-.79094678,-.36598802,-.25904667,-1.0547093,-.28781295,-.87081772,-.13047288,-.093879282,-.1009427,-.1169347
.19953144,.23356867,.11826443,.10947576,.1720963,-.29809493,-1.1749376,-.16356231,.21103744,.56404591,.61733764,.065147445,.092108816,.45557866,.57365257,.20356679,.72474337,.58314943,-.20716728,,,,,,-.39589161,,.75401235,,,,,,,,,
,,,,,,,,,,,,,,,.26564792,,,,,,,,,,,,,,,,,,,,
,,,,,,.43024656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,.045535527,.036765095,.066375613,.05052425,-.067429185,-.18306845,.24018365,.33790472,.38052973,.44895554,.34129137
,,,,,,,,,,,,,,,,,,,-.41144899,-.40132871,-.5064795,-.53858399,-.38072565,-.24270602,-.36952856,-.38410199,,,,,-3.6669805,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.41707191,
,,,,,,,,,,,,-.21938311,-1.6433561,-1.0038596,-3.7023242,,,,,,,,,,,,,,,,,,,,
.59731996,.66225493,.54883206,,.61237967,,.36372951,,.44736293,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.4667147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,-.026508696,-.22183144,-.19624144,-.094678633,-.10350673,-.62787765,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,-.80584943,-1.6024249,-2.0143571,-2.1273906,-1.1137056,-.029029377,,,,,,,,,,
-.00059172668,.82033855,.45358005,-.31119126,.48540732,.27713215,-1.3588958,.34603372,,.43265998,,.3942582,,.10717535,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,.48555648,.4557482,.52680218,.31936082,.63046038,.69715899,.42917109,.6644907,.56383675,.48802748,,,,
.60465264,.43272084,.66193557,.83490473,.75509286,.54569578,.92136097,.45228085,.43318161,.80662566,.5932194,.65250361,,.97207588,,.87356329,,.69817728,,,,,,,,,,,,,,,,,,
,,,,,,,,,,-.14394252,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,.48614436,.28821096,.46456048,.52810925,.46247295,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,-.29773408,-.26682901,-.24512261,-.29668933,-.33709851,-.39786282,-.38897446,-.22831897,-.19163026,-.22731279,-.21768372,-.19811253,-.1492748,-.1854233,-.26041016,.080936931,.12800013,.20510459,.14036016,.11649056,.23002113,.20488903,.16788131,.30619428
.32545751,.17262805,.20527966,-.65449154,.332102,.21796514,.10707456,-.21175446,-.21134205,-.16652489,-.10292661,-.2107688,-.25407884,-.15880199,-.024732593,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,.15678461,.13401757,.064968899,.087992862,,,,,,,,.73461181,.82090622,.60592955,.47333592,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-.39154851,-.49707493,-.44791982,-.30398208,-.39582488,-.33939937,-.4224892,-.50131708,-.44099188,-.59391773,-.59324062
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.085260309,.05176175,.059910547,.33261079,.63570768
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.058803055,,,,
,,,,,,,-.35118264,-.33377427,.0038174174,-.022479068,,,,,,,,,,,-.34707135,-.033666976,-.031569324,.077691257,.091186799,.066641435,-.051625378,-.046901438,-.010455153,.18681131,.21477845,-.45783159,,,
,,,,,,,,,,,,1.3472006,.18580505,.06603343,.50732332,1.2548368,-.0033989465,-2.3127096,.11841664,.27247611,-.42244783,,,,,,,,,,,,,,
